hotel_name,rating,title,content
The Boxer,3.35,Good location.,Fitness center small and not well equipped. Good location.
The Boxer,5,The coolest hotel! Everything is excellent,Bad: Nothing. Good: The hotel was simply excellent. The coolest hotel I have ever stayed!
The Boxer,4.6,They were very accommodating. They offer a free breakfast buffet which was a nice surprise.,"I didn't like the size of the rooms, not as big as I thought they would be. I liked the central location to Downtown Boston."
The Boxer,5,IN THE HEART OF BOSTON...'cause they got heart!,"Good: Very quaint hotel, good location, great staff...amazing time!"
The Boxer,3.75,Good but not great.,"Bad: We had breakfast on two days in the hotel. One day (Sunday) the service was great - the next day it was very poor. While the hotel is quite central, the choice of restaurants very close to the hotel is not good. Good: Front desk staff were friendly and happy to give advice etc. Nice hotel with funky rooms. Room we had was a bit noisy at night - can turn the fridge off but still noise from air con or something else."
The Boxer,5,We enjoyed the convenience of staying here while we attended a concert at the Boston Garden.,Bad: This is really not a reflection on the hotel but the valet parking does take a long time to retrieve your car. They tell you to allow 30 minutes and you really need to do that. Good: Friendly staff. Clean rooms.
The Boxer,4.6,Friendly and prompt service.,Bad: Paying for parking. Good: Friendly and prompt service.
The Boxer,5,More please,"Good: Perfection - beautiful rooms, comfortable beds, great style. Centrally located for all the fun things in downtown Boston."
The Boxer,5,Made the trip even better bookending the day at the hotel.,"Good: The hotel environment, the staff went above and beyond to make our first trip to Boston better than we expected. Recommendations they made, help with directions, very friendly, didnt feel like a hotel, felt like staying with friends. Comfortable beds, cozy room, great food."
The Boxer,3.75,Great place to stay while taking in an event at TD garden,Bad: Room size. Good: The close proximity to TD garden
The Boxer,3.95,Free apples and fruit Infused Water in the lobby.,Bad: Room was small. Good: Free apples and fruit Infused Water in the lobby. Free bikes.
The Boxer,5,"A marvelous location, very friendly crew, it's clear...","Good: A marvelous location, very friendly crew, it's clear hotel where you feel you are in Boston!"
The Boxer,4.5,Pleasant stay in this hotel.,Good: Its location.
The Boxer,4.8,Room was great.,Bad: The pull out couch was extremely uncomfortable. Good: Room was great. Staff was friendly and welcoming.
The Boxer,3.55,Free water and apples,Room too small and ice machine broke nice too small rooms Free water and apples
The Boxer,5,awesome hotel,the bed was very comfortable
The Boxer,3.55,Classic and Close,"Bad: Sofa bed very uncomfortable. Good: Great restoration of classic building close to sports, shopping and financial district."
The Boxer,3.55,Free water and apples,Bad: Room too small and ice machine broke nice too small rooms. Good: Free water and apples
The Boxer,4.6,"Location, staff, aesthetics, price.","Bad: The pillows were very flat and uncomfortable, and there was no real blanket on the bed!. Good: Location, staff, aesthetics, price."
The Boxer,4.6,We were happy to stay there for a weekend in Boston. The location and amenities worked well for us.,"Bad: I think the hotel could do more to promote the on site restaurant with newly arrived guests. My husband tried it and thought the food was great but if there'd been a deal or something to catch our attention I'm sure we'd have eaten breakfast there both mornings of our stay. I also think that although the space inside the rooms seems to be well used that there are some practical challenges with storage where existing space could be better used for the ease and comfort of guests. Good: Very comfortable beds. Not massive but cosy and we all slept well. The linens were clean and fresh and we enjoyed the L'Occitane products in the bathroom. The staff were friendly, kind and helpful."
The Boxer,3.75,The staff were friendly and helpful.,Bad: The room lacked hanging space and was quite small. Good: The staff were friendly and helpful. The bar and restaurant were nice
The Boxer,4.15,A quirky and comfortable place,"Bad: The minibar and the heating were noisy, but it didn't really disrupt our sleep. Breakfast was good, but perhaps the avocado toast was a bit small for the price. Good: The staff were all friendly and professional. Our room was clean and warm (it was cold out!) and had everything we needed. The drinks and food were very good, especially the Finch burger and the crab bennies at breakfast. Overall, we really liked the feel of the hotel and would definitely stay again, especially if we were going out of North Station again which is just around the corner."
The Boxer,4.4,Had a wonderful time exploring the whole north end of the city on foot from this awesome location!,Good: The location was perfect for walking to everything
The Boxer,3.55,Very friendly staff.,"Bad: Shower didn't drain propery, was puddle in shower when we checked in. Someone else's shower water left over, very gross. Good: Very friendly staff."
The Boxer,4.8,Great hotel.,Bad: Room servicing late in the day. Good: Great hotel. Friendly staff.
The Boxer,4.8,I will stay there again!,Nothing Very friendly staff and very helpful
The Boxer,2.5,Restaurant closed,Bad: The restaurant was closed for a refurb and as a result we had to eat our breakfast in the lobby on our knees. We had tiny plastic plates and plastic cutlery and a poor food choice . I was not informed by booking.com that this was the case . It was not the service we wanted for 675 dollars for 2 nights!!. Good: The room was good
